,cd_indicador,nm_indicador,dc_formula_indicador,dc_conceito_indicador,dc_interpretacao_indicador,dc_nota_tecnica,in_visibilidade,cd_tipo_situacao,dt_atualizacao,cd_operador,cd_tipo_unidade_medida,cd_fonte,nm_completo_indicador,dc_periodicidade_indicador,dc_unidade_territorial,dc_serie_historica,dc_tag_indicador,dc_observacao_indicador,tx_fonte_indicador,in_consideracao_regiao
225,84.0,Taxa de distorção idade-série no Ensino Fundamental da rede municipal (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0081"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0015"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",,,,False,1,2019-08-08 17:14:53.823650,184147,2,,Expressa o percentual de alunos com idade acima da recomendada para a série (idade recomendada + 2 anos) no Ensino Fundamental da rede municipal de ensino.,Anual,Lei nº 14.173/06,Início: 2016 - atualmente,,,Censo do Ministério da Educação (MEC); Secretaria Municipal da Educação (SME),True
226,85.0,Razão de consultas médicas especializadas no Sistema Único de Saúde,"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0082"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0001"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",,,,False,1,2019-08-08 17:16:00.949257,184147,2,,"Número de consultas médicas especializadas Sistema Único de Saúde (SUS) realizadas por 100 habitantes, em determinado espaço geográfico, no ano considerado.",Anual,Município,Início: 2009 - atualmente,,Programa de Metas,Sistema de Informações Ambulatoriais do Sistema Único de Saúde (SIASUS); Cadastro Nacional dos Estabelecimentos de Saúde  (CNES); Secretaria Municipal da Saúde (SMS),True
227,87.0,Taxa de distorção idade-série no Ensino Médio da rede municipal (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0085"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0025"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",,,,False,1,2019-08-08 17:21:30.146938,184147,2,,Expressa o percentual de alunos com idade acima da recomendada para a série (idade recomendada + 2 anos) no Ensino médio da rede municipal de ensino.,Anual,Município; Distrito,Início: 2008 - atualmente,,Lei nº 14.173/06,Censo do Ministério da Educação (MEC); Secretaria Municipal da Educação (SME),True
228,105.0,Tempo médio de atendimento para consultas (adulto e infantil) - Clínica geral,"[{""caractere"":""V0106"",""tipo"":""variavel""}]",,,,False,1,2019-08-12 11:31:42.076623,184147,2,,Dias de intervalo entre data do agendamento e data da vaga para consultas de primeira vez em clínica geral.,Anual,Município; Subprefeitura,Início: 2009 - Atualmente,,Lei nº 14.173/06,"Secretaria Municipal da Saúde (SMS), Sistema Integrado de Gestão da Assistência à Saúde/SIGA-Saúde SP",True
229,408.0,Proporção de empregos formais na Construção Civil do Município (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0337"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0295"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]","Quanto maior a porcentagem, maior a quantidade de empregos formais no setor.",,,False,1,2020-06-01 11:23:56.629417,184147,2,,Mostra a porcentagem de empregos formais concentrado no setor - Construção Civil,Anual,Município,Inicio: 2002 - atualmente,,,Secretaria Municipal do Desenvolvimento Econômico e do Trabalho (SMDET); Relação Anual de Informações Sociais (RAIS),False
230,339.0,Aglomeração de empregos em Serviços - Município em relação ao Estado,"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0294"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0295"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0298"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0299"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""}]",,,,False,1,2019-12-16 11:50:29.771014,184147,2,,,,,,,,,False
231,233.0,Unidades de habitação de mercado popular (HMP) aprovadas,"[{""caractere"":""V0241"",""tipo"":""variavel""}]",,,"""Reforma"", segundo a Lei n.º 11.228/1992, Código de Obras e Edificações, refere-se obra que implicar em uma ou mais das seguintes modificações, com ou sem alteração de uso: área edificada, estrutura, compartimentação vertical, volumetria"", o que no caso da produção de HIS ou HMP pode implicar mesmo na adição de área edificada (inclusive de blocos inteiros) ou adaptação de edificação existente para instalação de unidades habitacionais, sendo, portanto, contabilizado para fins de aferição de produção de HIS e HMP.",False,1,2019-08-12 16:05:30.925010,184147,1,,Quantidade de projetos de edificação nova de uso HMP aprovados no período,Anual,Município,Início: 2013 - atualmente,,,Secretaria Municipal de Licenciamento (SEL),True
232,107.0,Tempo médio de atendimento para consultas (adulto e infantil) - Pediatria,"[{""caractere"":""V0108"",""tipo"":""variavel""}]",,,,False,1,2019-08-12 11:43:03.394103,184147,2,,Dias de intervalo entre data do agendamento e data da vaga para consultas de pediatria,Anual,Município; Subprefeitura,Início: 2009 - Atualmente,,Lei 14.173/06,"Secretaria Municipal da Saúde (SMS), Sistema Integrado de Gestão da Assistência à Saúde/SIGA-Saúde SP",True
233,111.0,Tempo médio de atendimento para análises clínicas (adulto e infantil) - Exames Bioquímicos,"[{""caractere"":""V0113"",""tipo"":""variavel""}]",,,,False,1,2019-11-06 16:28:15.010921,184147,1,,Expressa o tempo médio de atendimento para análises clínicas (adulto e infantil) - Exames Bioquímicos,Anual,Município,Início: 2009 - Atualmente,,Lei nº 14.173/06,"Secretaria Municipal da Saúde (SMS), Sistema Integrado de Gestão da Assistência à Saúde/SIGA-Saúde SP",True
234,116.0,Número de mortes de ciclistas no trânsito,"[{""caractere"":""V0117"",""tipo"":""variavel""}]",,,,False,1,2019-08-12 12:06:30.440118,184147,1,,Expressa o total de óbitos de ciclistas decorrentes de acidentes de trânsito.,Anual,"Subprefeitura, Município",Início: 2008 - atualmente,,O valor total de mortes no município é maior do que os valores desagregados devido a alguns registros não serem localizados.,"Secretaria de Segurança Pública (SSP), Companhia de Engenharia de Tráfego (CET); Secretaria Municipal de Mobilidade e Transportes (SMT)",True
235,151.0,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Reserva de Contingência (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0149"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0129"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]","Exprime a proporção das despesas públicas municipais realizadas com função orçamentária associada a atividades de Reserva de Contingência em um dado ano. Quanto maior for este indicador, mais representativo são os gastos associados a atividades de Reserva de Contingência nas despesas realizadas pela Prefeitura de São Paulo no referido ano.",,"1- Este indicador não segue a mesma metodologia de demonstrativos contábeis oficiais da Prefeitura. Os percentuais constitucionais de Saúde e Educação, assim como outras vinculações orçamentárias, por exemplo, são calculadas com base na receita corrente líquida, que considera apenas os recursos arrecadados pelo próprio município. 2- Função: Representa o maior nível de agregação das diversas áreas de despesa que competem ao setor público. Exemplo: Saúde, Educação, etc. (Fonte: MPOG; Manual Técnico de Orçamento). 3- Despesa liquidada: segundo estágio da despesa orçamentária. A liquidação da despesa é, normalmente, processada pelas Unidades Executoras ao receberem o objeto do empenho (o material, serviço, bem ou obra). Conforme previsto no art. 63 da Lei nº 4.320/1964, a liquidação consiste na verificação do direito adquirido pelo credor tendo por base os títulos e documentos comprobatórios do respectivo crédito e tem como objetivos: apurar a origem e o objeto do que se deve pagar; a importância exata a pagar; e a quem se deve pagar a importância, para extinguir a obrigação. A liquidação das despesas com fornecimento ou com serviços prestados terão por base: o contrato, ajuste ou acordo respectivo; a nota de empenho; e os comprovantes da entrega de material ou da prestação efetiva do serviço. (Fonte: Controladoria-Geral da União (CGU)).",False,3,2019-08-12 17:02:52.426648,184147,2,,"Expressa a proporção das despesas realizadas pela Prefeitura de São Paulo destinado a função orçamentária Reserva de Contingência (ver nota técnica), estabelecida pela Portaria nº 42, de 14 de abril de 1999 do Ministério de Orçamento e Gestão. Entende-se como despesa realizada o orçamento público liquidado (ver nota técnica). Considera-se para o cômputo deste indicador todas as fontes provedoras de recursos orçamentários.",Anual,Município,Início: 2003 – Atualmente,,Cidades Sustentáveis,Secretaria Municipal da Fazenda (SF),True
236,118.0,Cobertura da vacina Pneumocóccica 10 valente (2ª dose) em crianças com 1 ano de idade (%),"[{""caractere"":""V0121"",""tipo"":""variavel""}]",,,,False,1,2019-12-11 15:05:35.743201,184147,2,,Expressa a proporção de crianças menores de 2 anos que receberam 2ª dose da vacina Pneumocóccica.,Anual,Município,Início: 2011 - atualmente,, As vacinas selecionadas estão voltadas para o controle de doenças de significativa importância responsáveis pelas principais causas de mortalidade e morbidade imunopreveníveis na população infantil. É fundamental a manutenção de elevadas e homogêneas coberturas vacinais como estratégia para manter e ou avançar o controle destas doenças neste grupo.,API/SI-PNI / SIGA-BI / SINASC; Secretaria Municipal da Saúde (SMS),True
237,144.0,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Gestão Ambiental (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0142"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0129"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]","Exprime a proporção das despesas públicas municipais realizadas com função orçamentária associada a atividades de Gestão Ambiental em um dado ano. Quanto maior for este indicador, mais representativo são os gastos associados a atividades de Gestão Ambiental nas despesas realizadas pela Prefeitura de São Paulo no referido ano.",,"1- Este indicador não segue a mesma metodologia de demonstrativos contábeis oficiais da Prefeitura. Os percentuais constitucionais de Saúde e Educação, assim como outras vinculações orçamentárias, por exemplo, são calculadas com base na receita corrente líquida, que considera apenas os recursos arrecadados pelo próprio município. 2- Função: Representa o maior nível de agregação das diversas áreas de despesa que competem ao setor público. Exemplo: Saúde, Educação, etc. (Fonte: MPOG; Manual Técnico de Orçamento). 3- Despesa liquidada: segundo estágio da despesa orçamentária. A liquidação da despesa é, normalmente, processada pelas Unidades Executoras ao receberem o objeto do empenho (o material, serviço, bem ou obra). Conforme previsto no art. 63 da Lei nº 4.320/1964, a liquidação consiste na verificação do direito adquirido pelo credor tendo por base os títulos e documentos comprobatórios do respectivo crédito e tem como objetivos: apurar a origem e o objeto do que se deve pagar; a importância exata a pagar; e a quem se deve pagar a importância, para extinguir a obrigação. A liquidação das despesas com fornecimento ou com serviços prestados terão por base: o contrato, ajuste ou acordo respectivo; a nota de empenho; e os comprovantes da entrega de material ou da prestação efetiva do serviço. (Fonte: Controladoria-Geral da União (CGU)).",False,1,2019-08-12 17:04:39.634939,184147,2,,"Expressa a proporção das despesas realizadas pela Prefeitura de São Paulo destinado a função orçamentária Gestão Ambiental (ver nota técnica), estabelecida pela Portaria nº 42, de 14 de abril de 1999 do Ministério de Orçamento e Gestão. Entende-se como despesa realizada o orçamento público liquidado (ver nota técnica). Considera-se para o cômputo deste indicador todas as fontes provedoras de recursos orçamentários.",Anual,Município,Início: 2003 - Atualmente,,Cidades Sustentáveis,Secretaria Municipal da Fazenda (SF),True
238,142.0,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Encargos Especiais (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0140"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0129"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]","Exprime a proporção das despesas públicas municipais realizadas com função orçamentária associada a atividades de Encargos Especiais em um dado ano. Quanto maior for este indicador, mais representativo são os gastos associados a atividades de Encargos Especiais nas despesas realizadas pela Prefeitura de São Paulo no referido ano.",,"1- Este indicador não segue a mesma metodologia de demonstrativos contábeis oficiais da Prefeitura. Os percentuais constitucionais de Saúde e Educação, assim como outras vinculações orçamentárias, por exemplo, são calculadas com base na receita corrente líquida, que considera apenas os recursos arrecadados pelo próprio município. 2- Função: Representa o maior nível de agregação das diversas áreas de despesa que competem ao setor público. Exemplo: Saúde, Educação, etc. (Fonte: MPOG; Manual Técnico de Orçamento). 3- Despesa liquidada: segundo estágio da despesa orçamentária. A liquidação da despesa é, normalmente, processada pelas Unidades Executoras ao receberem o objeto do empenho (o material, serviço, bem ou obra). Conforme previsto no art. 63 da Lei nº 4.320/1964, a liquidação consiste na verificação do direito adquirido pelo credor tendo por base os títulos e documentos comprobatórios do respectivo crédito e tem como objetivos: apurar a origem e o objeto do que se deve pagar; a importância exata a pagar; e a quem se deve pagar a importância, para extinguir a obrigação. A liquidação das despesas com fornecimento ou com serviços prestados terão por base: o contrato, ajuste ou acordo respectivo; a nota de empenho; e os comprovantes da entrega de material ou da prestação efetiva do serviço. (Fonte: Controladoria-Geral da União (CGU)).",False,1,2019-08-12 17:05:17.465051,184147,2,,"Expressa a proporção das despesas realizadas pela Prefeitura de São Paulo destinado a função orçamentária Encargos Especiais (ver nota técnica), estabelecida pela Portaria nº 42, de 14 de abril de 1999 do Ministério de Orçamento e Gestão. Entende-se como despesa realizada o orçamento público liquidado (ver nota técnica). Considera-se para o cômputo deste indicador todas as fontes provedoras de recursos orçamentários.",Anual,Munincípio,Início: 2003 - Atualmente,,Cidades Sustentáveis,Secretaria Municipal da Fazenda (SF),True
239,139.0,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Desporto e Lazer (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0137"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0129"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]","Exprime a proporção das despesas públicas municipais realizadas com função orçamentária associada a atividades de Desporto e Lazer em um dado ano. Quanto maior for este indicador, mais representativo são os gastos associados a atividades de Desporto e Lazer nas despesas realizadas pela Prefeitura de São Paulo no referido ano.",,"1- Este indicador não segue a mesma metodologia de demonstrativos contábeis oficiais da Prefeitura. Os percentuais constitucionais de Saúde e Educação, assim como outras vinculações orçamentárias, por exemplo, são calculadas com base na receita corrente líquida, que considera apenas os recursos arrecadados pelo próprio município. 2- Função: Representa o maior nível de agregação das diversas áreas de despesa que competem ao setor público. Exemplo: Saúde, Educação, etc. (Fonte: MPOG; Manual Técnico de Orçamento). 3- Despesa liquidada: segundo estágio da despesa orçamentária. A liquidação da despesa é, normalmente, processada pelas Unidades Executoras ao receberem o objeto do empenho (o material, serviço, bem ou obra). Conforme previsto no art. 63 da Lei nº 4.320/1964, a liquidação consiste na verificação do direito adquirido pelo credor tendo por base os títulos e documentos comprobatórios do respectivo crédito e tem como objetivos: apurar a origem e o objeto do que se deve pagar; a importância exata a pagar; e a quem se deve pagar a importância, para extinguir a obrigação. A liquidação das despesas com fornecimento ou com serviços prestados terão por base: o contrato, ajuste ou acordo respectivo; a nota de empenho; e os comprovantes da entrega de material ou da prestação efetiva do serviço. (Fonte: Controladoria-Geral da União (CGU)).",False,1,2019-08-12 17:07:05.861731,184147,2,,"Expressa a proporção das despesas realizadas pela Prefeitura de São Paulo destinado a função orçamentária Desporto e Lazer (ver nota técnica), estabelecida pela Portaria nº 42, de 14 de abril de 1999 do Ministério de Orçamento e Gestão. Entende-se como despesa realizada o orçamento público liquidado (ver nota técnica). Considera-se para o cômputo deste indicador todas as fontes provedoras de recursos orçamentários.",Anual,Município,Início: 2003 - Atualmente,,Cidades Sustentáveis,Secretaria Municipal da Fazenda (SF),True
240,140.0,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Direitos da Cidadania (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0138"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0129"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]","Exprime a proporção das despesas públicas municipais realizadas com função orçamentária associada a atividades de Direitos da Cidadania em um dado ano. Quanto maior for este indicador, mais representativo são os gastos associados a atividades de Direitos da Cidadania nas despesas realizadas pela Prefeitura de São Paulo no referido ano.",,"1- Este indicador não segue a mesma metodologia de demonstrativos contábeis oficiais da Prefeitura. Os percentuais constitucionais de Saúde e Educação, assim como outras vinculações orçamentárias, por exemplo, são calculadas com base na receita corrente líquida, que considera apenas os recursos arrecadados pelo próprio município. 2- Função: Representa o maior nível de agregação das diversas áreas de despesa que competem ao setor público. Exemplo: Saúde, Educação, etc. (Fonte: MPOG; Manual Técnico de Orçamento). 3- Despesa liquidada: segundo estágio da despesa orçamentária. A liquidação da despesa é, normalmente, processada pelas Unidades Executoras ao receberem o objeto do empenho (o material, serviço, bem ou obra). Conforme previsto no art. 63 da Lei nº 4.320/1964, a liquidação consiste na verificação do direito adquirido pelo credor tendo por base os títulos e documentos comprobatórios do respectivo crédito e tem como objetivos: apurar a origem e o objeto do que se deve pagar; a importância exata a pagar; e a quem se deve pagar a importância, para extinguir a obrigação. A liquidação das despesas com fornecimento ou com serviços prestados terão por base: o contrato, ajuste ou acordo respectivo; a nota de empenho; e os comprovantes da entrega de material ou da prestação efetiva do serviço. (Fonte: Controladoria-Geral da União (CGU)).",False,1,2019-08-12 17:06:24.562368,184147,2,,"Expressa a proporção das despesas realizadas pela Prefeitura de São Paulo destinado a função orçamentária Direitos da Cidadania (ver nota técnica), estabelecida pela Portaria nº 42, de 14 de abril de 1999 do Ministério de Orçamento e Gestão. Entende-se como despesa realizada o orçamento público liquidado (ver nota técnica). Considera-se para o cômputo deste indicador todas as fontes provedoras de recursos orçamentários.",Anual,Município,Início: 2003 - Atualmente,,Cidades Sustentáveis,Secretaria Municipal da Fazenda (SF),True
241,136.0,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Comunicações (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0134"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0129"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]","Exprime a proporção das despesas públicas municipais realizadas com função orçamentária associada a atividades de Comunicações em um dado ano. Quanto maior for este indicador, mais representativo são os gastos associados a atividades de Comunicações nas despesas realizadas pela Prefeitura de São Paulo no referido ano.",,"1- Este indicador não segue a mesma metodologia de demonstrativos contábeis oficiais da Prefeitura. Os percentuais constitucionais de Saúde e Educação, assim como outras vinculações orçamentárias, por exemplo, são calculadas com base na receita corrente líquida, que considera apenas os recursos arrecadados pelo próprio município. 2- Função: Representa o maior nível de agregação das diversas áreas de despesa que competem ao setor público. Exemplo: Saúde, Educação, etc. (Fonte: MPOG; Manual Técnico de Orçamento). 3- Despesa liquidada: segundo estágio da despesa orçamentária. A liquidação da despesa é, normalmente, processada pelas Unidades Executoras ao receberem o objeto do empenho (o material, serviço, bem ou obra). Conforme previsto no art. 63 da Lei nº 4.320/1964, a liquidação consiste na verificação do direito adquirido pelo credor tendo por base os títulos e documentos comprobatórios do respectivo crédito e tem como objetivos: apurar a origem e o objeto do que se deve pagar; a importância exata a pagar; e a quem se deve pagar a importância, para extinguir a obrigação. A liquidação das despesas com fornecimento ou com serviços prestados terão por base: o contrato, ajuste ou acordo respectivo; a nota de empenho; e os comprovantes da entrega de material ou da prestação efetiva do serviço. (Fonte: Controladoria-Geral da União (CGU)).",False,1,2019-08-12 17:07:53.958359,184147,2,,"Expressa a proporção das despesas realizadas pela Prefeitura de São Paulo destinado a função orçamentária Comunicações (ver nota técnica), estabelecida pela Portaria nº 42, de 14 de abril de 1999 do Ministério de Orçamento e Gestão. Entende-se como despesa realizada o orçamento público liquidado (ver nota técnica). Considera-se para o cômputo deste indicador todas as fontes provedoras de recursos orçamentários.",Anual,Município,Início: 2003 - Atualmente,,Cidades Sustentáveis,Secretaria Municipal da Fazenda (SF),True
242,143.0,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Energia (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0141"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0129"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]","Exprime a proporção das despesas públicas municipais realizadas com função orçamentária associada a atividades de Energia em um dado ano. Quanto maior for este indicador, mais representativo são os gastos associados a atividades de Energia nas despesas realizadas pela Prefeitura de São Paulo no referido ano.",,"1- Este indicador não segue a mesma metodologia de demonstrativos contábeis oficiais da Prefeitura. Os percentuais constitucionais de Saúde e Educação, assim como outras vinculações orçamentárias, por exemplo, são calculadas com base na receita corrente líquida, que considera apenas os recursos arrecadados pelo próprio município. 2- Função: Representa o maior nível de agregação das diversas áreas de despesa que competem ao setor público. Exemplo: Saúde, Educação, etc. (Fonte: MPOG; Manual Técnico de Orçamento). 3- Despesa liquidada: segundo estágio da despesa orçamentária. A liquidação da despesa é, normalmente, processada pelas Unidades Executoras ao receberem o objeto do empenho (o material, serviço, bem ou obra). Conforme previsto no art. 63 da Lei nº 4.320/1964, a liquidação consiste na verificação do direito adquirido pelo credor tendo por base os títulos e documentos comprobatórios do respectivo crédito e tem como objetivos: apurar a origem e o objeto do que se deve pagar; a importância exata a pagar; e a quem se deve pagar a importância, para extinguir a obrigação. A liquidação das despesas com fornecimento ou com serviços prestados terão por base: o contrato, ajuste ou acordo respectivo; a nota de empenho; e os comprovantes da entrega de material ou da prestação efetiva do serviço. (Fonte: Controladoria-Geral da União (CGU)).",False,1,2019-08-12 17:04:55.557582,184147,2,,"Expressa a proporção das despesas realizadas pela Prefeitura de São Paulo destinado a função orçamentária Energia (ver nota técnica), estabelecida pela Portaria nº 42, de 14 de abril de 1999 do Ministério de Orçamento e Gestão. Entende-se como despesa realizada o orçamento público liquidado (ver nota técnica). Considera-se para o cômputo deste indicador todas as fontes provedoras de recursos orçamentários.",Anual,Munincípio,Início: 2003 - Atualmente,,Cidades Sustentáveis,Secretaria Municipal da Fazenda (SF),True
243,141.0,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Educação (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0139"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0129"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]","Exprime a proporção das despesas públicas municipais realizadas com função orçamentária associada a atividades de Educação em um dado ano. Quanto maior for este indicador, mais representativo são os gastos associados a atividades de Educação nas despesas realizadas pela Prefeitura de São Paulo no referido ano.",,"1- Este indicador não segue a mesma metodologia de demonstrativos contábeis oficiais da Prefeitura. Os percentuais constitucionais de Saúde e Educação, assim como outras vinculações orçamentárias, por exemplo, são calculadas com base na receita corrente líquida, que considera apenas os recursos arrecadados pelo próprio município. 2- Função: Representa o maior nível de agregação das diversas áreas de despesa que competem ao setor público. Exemplo: Saúde, Educação, etc. (Fonte: MPOG; Manual Técnico de Orçamento). 3- Despesa liquidada: segundo estágio da despesa orçamentária. A liquidação da despesa é, normalmente, processada pelas Unidades Executoras ao receberem o objeto do empenho (o material, serviço, bem ou obra). Conforme previsto no art. 63 da Lei nº 4.320/1964, a liquidação consiste na verificação do direito adquirido pelo credor tendo por base os títulos e documentos comprobatórios do respectivo crédito e tem como objetivos: apurar a origem e o objeto do que se deve pagar; a importância exata a pagar; e a quem se deve pagar a importância, para extinguir a obrigação. A liquidação das despesas com fornecimento ou com serviços prestados terão por base: o contrato, ajuste ou acordo respectivo; a nota de empenho; e os comprovantes da entrega de material ou da prestação efetiva do serviço. (Fonte: Controladoria-Geral da União (CGU)).",False,1,2019-08-12 17:05:31.700357,184147,2,,"Expressa a proporção das despesas realizadas pela Prefeitura de São Paulo destinado a função orçamentária Educação (ver nota técnica), estabelecida pela Portaria nº 42, de 14 de abril de 1999 do Ministério de Orçamento e Gestão. Entende-se como despesa realizada o orçamento público liquidado (ver nota técnica). Considera-se para o cômputo deste indicador todas as fontes provedoras de recursos orçamentários.",Anual,Município,Início: 2003 - Atualmente,,Cidades Sustentáveis,Secretaria Municipal da Fazenda (SF),True
244,59.0,Número de casos novos em Aids em menores de 5 anos,"[{""caractere"":""V0047"",""tipo"":""variavel""}]",Mede o acréscimo ou decréscimo no número de casos novos de aids em menores de 5 anos de idade em determinado ano de diagnóstico e local de residência.,,Parâmetro Nacional para Referência: Redução de 10% a cada ano.,False,1,2019-08-08 10:17:30.709592,184147,1,,"Expressa o número de casos novos de aids, na população de menores de 5 anos de idade, residente em determinado local, no ano considerado. Mede o risco de ocorrência de casos novos de aids nessa população.",Anual,Município; Subprefeitura,Início: 2009 - atualmente,,,Sistema de Informação de Agravos de Notificação (SINAN); Secretaria Municipal da Saúde (SMS),True
245,62.0,Proporção de cura de casos novos de tuberculose pulmonar bacilífera (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0051"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0052"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]","Representa o êxito no tratamento de tuberculose, a consequente diminuição da transmissão da doença, além de verificar indiretamente a qualidade da assistência aos pacientes.",,,False,1,2019-08-08 10:40:25.993989,184147,2,,"Expressa o percentual de casos novos de tuberculose pulmonar bacilífera curados por residentes em determinado espaço geográfico, no ano considerado.",Anual,Município; Subprefeitura,Início: 2009 - atualmente,,Indicador do Programa de Metas 2013 - 2016,TBWeb; Secretaria Municipal da Saúde (SMS),True
